,X,Y
129,"[[[114  38  95]
  [125  46 105]
  [143  59 122]
  ..., 
  [103  31  85]
  [102  30  84]
  [102  30  84]]

 [[121  43 101]
  [131  51 111]
  [149  64 128]
  ..., 
  [107  33  88]
  [102  30  84]
  [102  30  84]]

 [[133  52 112]
  [144  60 123]
  [155  69 133]
  ..., 
  [111  36  93]
  [102  30  84]
  [102  30  84]]

 ..., 
 [[156  68 134]
  [160  72 137]
  [162  75 141]
  ..., 
  [116  39  97]
  [107  33  88]
  [102  30  84]]

 [[146  62 125]
  [156  68 134]
  [162  74 140]
  ..., 
  [112  37  93]
  [103  31  85]
  [102  30  84]]

 [[139  56 117]
  [152  66 130]
  [161  73 139]
  ..., 
  [109  35  91]
  [102  30  84]
  [102  30  84]]]",bulbasaur
130,"[[[ 57  98 190]
  [ 50 120 224]
  [ 87 143 221]
  ..., 
  [204 137 134]
  [214 158 148]
  [144  40  27]]

 [[ 60 111 203]
  [ 73 173 250]
  [ 38  29 145]
  ..., 
  [254 239 207]
  [252 237 205]
  [248 222 192]]

 [[ 65 121 207]
  [130 205 250]
  [ 78  77 203]
  ..., 
  [228 198 174]
  [203 145 141]
  [200 135 128]]

 ..., 
 [[  5  79  51]
  [ 25 107  58]
  [ 88 179  40]
  ..., 
  [ 71 152  35]
  [ 89 204  40]
  [ 40  90  19]]

 [[  8  78  40]
  [ 34 115  68]
  [ 40 119  32]
  ..., 
  [ 83 198  35]
  [ 56 147  26]
  [ 49 113  37]]

 [[ 13  75  35]
  [  6  50  23]
  [ 24  77  28]
  ..., 
  [ 63 133  32]
  [ 52 119  38]
  [ 51  95  48]]]",bulbasaur
131,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ..., 
 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",bulbasaur
132,"[[[253 253 253]
  [253 253 253]
  [253 253 253]
  ..., 
  [253 253 253]
  [253 253 253]
  [253 253 253]]

 [[253 253 253]
  [253 253 253]
  [253 253 253]
  ..., 
  [253 253 253]
  [ 65  64  66]
  [253 253 252]]

 [[253 253 253]
  [253 253 253]
  [253 253 253]
  ..., 
  [253 253 253]
  [253 253 253]
  [253 253 253]]

 ..., 
 [[253 253 253]
  [253 253 253]
  [253 253 253]
  ..., 
  [253 253 253]
  [253 253 253]
  [253 253 253]]

 [[253 253 253]
  [253 253 253]
  [253 253 253]
  ..., 
  [253 253 253]
  [253 253 253]
  [253 253 253]]

 [[253 253 253]
  [253 253 253]
  [253 253 253]
  ..., 
  [253 253 253]
  [253 253 253]
  [253 253 253]]]",bulbasaur
133,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ..., 
 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",bulbasaur
134,"[[[ 91 132  70]
  [104 148  81]
  [105 150  81]
  ..., 
  [116 214 160]
  [114 210 156]
  [119 215 161]]

 [[ 90 131  69]
  [ 99 141  76]
  [ 99 143  76]
  ..., 
  [119 217 163]
  [119 218 162]
  [121 218 162]]

 [[ 99 144  75]
  [104 149  80]
  [104 150  77]
  ..., 
  [121 217 163]
  [117 215 161]
  [119 216 160]]

 ..., 
 [[106 162  85]
  [107 161  90]
  [109 165  90]
  ..., 
  [105 155  85]
  [103 146  83]
  [ 98 141  76]]

 [[103 150  81]
  [ 96 139  74]
  [103 148  79]
  ..., 
  [101 148  79]
  [ 87 128  67]
  [ 91 134  71]]

 [[102 147  78]
  [105 152  83]
  [106 153  84]
  ..., 
  [ 99 146  78]
  [102 149  80]
  [103 150  81]]]",bulbasaur
135,"[[[190 201 145]
  [190 201 145]
  [190 201 145]
  ..., 
  [190 201 145]
  [190 201 145]
  [190 201 145]]

 [[190 201 145]
  [190 201 145]
  [190 201 145]
  ..., 
  [190 201 145]
  [190 201 145]
  [190 201 145]]

 [[190 201 145]
  [190 201 145]
  [190 201 145]
  ..., 
  [190 201 145]
  [190 201 145]
  [190 201 145]]

 ..., 
 [[190 201 145]
  [190 201 145]
  [190 201 145]
  ..., 
  [190 201 145]
  [190 201 145]
  [190 201 145]]

 [[190 201 145]
  [190 201 145]
  [190 201 145]
  ..., 
  [190 201 145]
  [190 201 145]
  [190 201 145]]

 [[193 199 146]
  [190 201 145]
  [190 201 145]
  ..., 
  [190 201 145]
  [190 201 145]
  [190 201 145]]]",bulbasaur
136,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ..., 
 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [245 245 245]
  [250 250 250]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [250 250 250]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",bulbasaur
137,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ..., 
 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",bulbasaur
138,"[[[174 184 178]
  [173 183 177]
  [172 182 176]
  ..., 
  [149 160 152]
  [149 160 152]
  [148 159 151]]

 [[174 184 178]
  [173 183 177]
  [172 182 176]
  ..., 
  [149 160 152]
  [149 160 152]
  [148 159 151]]

 [[174 184 178]
  [173 183 177]
  [172 182 176]
  ..., 
  [149 159 153]
  [149 160 152]
  [148 159 151]]

 ..., 
 [[174 184 178]
  [206 186  84]
  [217 180  89]
  ..., 
  [149 160 152]
  [149 160 152]
  [148 159 151]]

 [[174 184 178]
  [209 177 109]
  [202 183  84]
  ..., 
  [149 161 152]
  [149 160 152]
  [148 159 151]]

 [[174 184 178]
  [173 183 177]
  [207 180 104]
  ..., 
  [149 160 152]
  [149 160 152]
  [148 159 151]]]",bulbasaur
139,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ..., 
 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [165 197 124]
  [195 217 169]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [163 196 122]
  [195 216 169]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",bulbasaur
140,"[[[143 177 131]
  [140 172 136]
  [141 174 133]
  ..., 
  [173 245 168]
  [173 245 168]
  [173 245 168]]

 [[148 177 128]
  [165 211 175]
  [131 177 141]
  ..., 
  [172 245 168]
  [175 245 168]
  [173 245 168]]

 [[150 177 127]
  [ 95 147 107]
  [142 188 152]
  ..., 
  [181 244 170]
  [186 244 169]
  [173 245 168]]

 ..., 
 [[187 246 182]
  [196 248 184]
  [187 248 184]
  ..., 
  [183 247 181]
  [183 247 182]
  [187 248 186]]

 [[183 247 181]
  [183 247 181]
  [183 247 181]
  ..., 
  [183 247 182]
  [185 248 186]
  [190 249 191]]

 [[182 247 178]
  [182 247 178]
  [182 247 178]
  ..., 
  [185 248 186]
  [190 249 191]
  [192 249 194]]]",bulbasaur
141,"[[[114  38  95]
  [125  46 105]
  [143  59 122]
  ..., 
  [103  31  85]
  [102  30  84]
  [102  30  84]]

 [[121  43 101]
  [131  51 111]
  [149  64 128]
  ..., 
  [107  33  88]
  [102  30  84]
  [102  30  84]]

 [[133  52 112]
  [144  60 123]
  [155  69 133]
  ..., 
  [111  36  93]
  [102  30  84]
  [102  30  84]]

 ..., 
 [[156  68 134]
  [160  72 137]
  [162  75 141]
  ..., 
  [116  39  97]
  [107  33  88]
  [102  30  84]]

 [[146  62 125]
  [156  68 134]
  [162  74 140]
  ..., 
  [112  37  93]
  [103  31  85]
  [102  30  84]]

 [[139  56 117]
  [152  66 130]
  [161  73 139]
  ..., 
  [109  35  91]
  [102  30  84]
  [102  30  84]]]",bulbasaur
142,"[[[ 57  98 190]
  [ 50 120 224]
  [ 87 143 221]
  ..., 
  [204 137 134]
  [214 158 148]
  [144  40  27]]

 [[ 60 111 203]
  [ 73 173 250]
  [ 38  29 145]
  ..., 
  [254 239 207]
  [252 237 205]
  [248 222 192]]

 [[ 65 121 207]
  [130 205 250]
  [ 78  77 203]
  ..., 
  [228 198 174]
  [203 145 141]
  [200 135 128]]

 ..., 
 [[  5  79  51]
  [ 25 107  58]
  [ 88 179  40]
  ..., 
  [ 71 152  35]
  [ 89 204  40]
  [ 40  90  19]]

 [[  8  78  40]
  [ 34 115  68]
  [ 40 119  32]
  ..., 
  [ 83 198  35]
  [ 56 147  26]
  [ 49 113  37]]

 [[ 13  75  35]
  [  6  50  23]
  [ 24  77  28]
  ..., 
  [ 63 133  32]
  [ 52 119  38]
  [ 51  95  48]]]",bulbasaur
143,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ..., 
 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",bulbasaur
144,"[[[253 253 253]
  [253 253 253]
  [253 253 253]
  ..., 
  [253 253 253]
  [253 253 253]
  [253 253 253]]

 [[253 253 253]
  [253 253 253]
  [253 253 253]
  ..., 
  [253 253 253]
  [ 65  64  66]
  [253 253 252]]

 [[253 253 253]
  [253 253 253]
  [253 253 253]
  ..., 
  [253 253 253]
  [253 253 253]
  [253 253 253]]

 ..., 
 [[253 253 253]
  [253 253 253]
  [253 253 253]
  ..., 
  [253 253 253]
  [253 253 253]
  [253 253 253]]

 [[253 253 253]
  [253 253 253]
  [253 253 253]
  ..., 
  [253 253 253]
  [253 253 253]
  [253 253 253]]

 [[253 253 253]
  [253 253 253]
  [253 253 253]
  ..., 
  [253 253 253]
  [253 253 253]
  [253 253 253]]]",bulbasaur
145,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ..., 
 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",bulbasaur
146,"[[[ 91 132  70]
  [104 148  81]
  [105 150  81]
  ..., 
  [116 214 160]
  [114 210 156]
  [119 215 161]]

 [[ 90 131  69]
  [ 99 141  76]
  [ 99 143  76]
  ..., 
  [119 217 163]
  [119 218 162]
  [121 218 162]]

 [[ 99 144  75]
  [104 149  80]
  [104 150  77]
  ..., 
  [121 217 163]
  [117 215 161]
  [119 216 160]]

 ..., 
 [[106 162  85]
  [107 161  90]
  [109 165  90]
  ..., 
  [105 155  85]
  [103 146  83]
  [ 98 141  76]]

 [[103 150  81]
  [ 96 139  74]
  [103 148  79]
  ..., 
  [101 148  79]
  [ 87 128  67]
  [ 91 134  71]]

 [[102 147  78]
  [105 152  83]
  [106 153  84]
  ..., 
  [ 99 146  78]
  [102 149  80]
  [103 150  81]]]",bulbasaur
147,"[[[190 201 145]
  [190 201 145]
  [190 201 145]
  ..., 
  [190 201 145]
  [190 201 145]
  [190 201 145]]

 [[190 201 145]
  [190 201 145]
  [190 201 145]
  ..., 
  [190 201 145]
  [190 201 145]
  [190 201 145]]

 [[190 201 145]
  [190 201 145]
  [190 201 145]
  ..., 
  [190 201 145]
  [190 201 145]
  [190 201 145]]

 ..., 
 [[190 201 145]
  [190 201 145]
  [190 201 145]
  ..., 
  [190 201 145]
  [190 201 145]
  [190 201 145]]

 [[190 201 145]
  [190 201 145]
  [190 201 145]
  ..., 
  [190 201 145]
  [190 201 145]
  [190 201 145]]

 [[193 199 146]
  [190 201 145]
  [190 201 145]
  ..., 
  [190 201 145]
  [190 201 145]
  [190 201 145]]]",bulbasaur
148,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ..., 
 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [245 245 245]
  [250 250 250]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [250 250 250]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",bulbasaur
149,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ..., 
 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",bulbasaur
150,"[[[174 184 178]
  [173 183 177]
  [172 182 176]
  ..., 
  [149 160 152]
  [149 160 152]
  [148 159 151]]

 [[174 184 178]
  [173 183 177]
  [172 182 176]
  ..., 
  [149 160 152]
  [149 160 152]
  [148 159 151]]

 [[174 184 178]
  [173 183 177]
  [172 182 176]
  ..., 
  [149 159 153]
  [149 160 152]
  [148 159 151]]

 ..., 
 [[174 184 178]
  [206 186  84]
  [217 180  89]
  ..., 
  [149 160 152]
  [149 160 152]
  [148 159 151]]

 [[174 184 178]
  [209 177 109]
  [202 183  84]
  ..., 
  [149 161 152]
  [149 160 152]
  [148 159 151]]

 [[174 184 178]
  [173 183 177]
  [207 180 104]
  ..., 
  [149 160 152]
  [149 160 152]
  [148 159 151]]]",bulbasaur
151,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ..., 
 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",bulbasaur
152,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ..., 
 [[ 89  99   0]
  [179 190 124]
  [179 190 124]
  ..., 
  [179 190 124]
  [ 89  99   0]
  [ 89  99   0]]

 [[ 89  99   0]
  [ 89  99   0]
  [179 190 124]
  ..., 
  [179 190 124]
  [ 89  99   0]
  [ 89  99   0]]

 [[ 68  68  68]
  [ 88  98   0]
  [173 183 120]
  ..., 
  [  4   4   0]
  [  0   0   0]
  [255 255 255]]]",bulbasaur
153,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ..., 
 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",bulbasaur
154,"[[[ 0 36  0]
  [ 0 36  0]
  [ 0 36  0]
  ..., 
  [ 0 36  0]
  [ 0 36  0]
  [ 0 36  0]]

 [[ 0 36  0]
  [ 0 36  0]
  [ 0 36  0]
  ..., 
  [ 0 36  0]
  [ 0 36  0]
  [ 0 36  0]]

 [[ 0 36  0]
  [ 0 36  0]
  [ 0 36  0]
  ..., 
  [ 0 36  0]
  [ 0 36  0]
  [ 0 36  0]]

 ..., 
 [[ 0 36  0]
  [ 0 36  0]
  [ 0 36  0]
  ..., 
  [ 0 36  0]
  [ 0 36  0]
  [ 0 36  0]]

 [[ 0 36  0]
  [ 0 36  0]
  [ 0 36  0]
  ..., 
  [ 0 36  0]
  [ 0 36  0]
  [ 0 36  0]]

 [[ 0 36  0]
  [ 0 36  0]
  [ 0 36  0]
  ..., 
  [ 0 36  0]
  [ 0 36  0]
  [ 0 36  0]]]",bulbasaur
155,"[[[194 197 195]
  [197 201 196]
  [195 201 196]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[203 207 202]
  [146 203  97]
  [106 161  62]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[123 181  77]
  [213 219 208]
  [122 188  75]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ..., 
 [[194 195 194]
  [189 189 189]
  [184 183 184]
  ..., 
  [226 231 222]
  [229 233 227]
  [232 236 231]]

 [[190 193 185]
  [188 193 188]
  [191 191 188]
  ..., 
  [235 239 234]
  [232 235 233]
  [236 239 237]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [234 237 235]
  [235 238 236]
  [240 243 241]]]",bulbasaur
156,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ..., 
 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",bulbasaur
157,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ..., 
 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",bulbasaur
158,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [ 58 113  71]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [ 87  87  87]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [196 238 249]
  [ 18  17  18]]

 ..., 
 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",bulbasaur
159,"[[[109 221 100]
  [109 221 100]
  [109 221 100]
  ..., 
  [109 221 100]
  [109 221 100]
  [109 221 100]]

 [[109 223 100]
  [109 223 100]
  [109 223 100]
  ..., 
  [109 223 100]
  [109 223 100]
  [109 223 100]]

 [[107 221  98]
  [107 221  98]
  [107 221  98]
  ..., 
  [107 221  98]
  [107 221  98]
  [107 221  98]]

 ..., 
 [[ 72 220  58]
  [ 72 220  58]
  [ 72 220  58]
  ..., 
  [ 72 220  58]
  [ 72 220  58]
  [ 72 220  58]]

 [[ 70 222  57]
  [ 70 222  57]
  [ 70 222  57]
  ..., 
  [ 70 222  57]
  [ 70 222  57]
  [ 72 219  59]]

 [[ 69 221  56]
  [ 69 221  56]
  [ 69 221  56]
  ..., 
  [ 69 221  56]
  [ 69 221  56]
  [ 68 220  55]]]",bulbasaur
160,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ..., 
 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",bulbasaur
161,"[[[ 42 175 255]
  [ 44 175 254]
  [ 47 176 255]
  ..., 
  [103 198 254]
  [107 200 255]
  [109 200 255]]

 [[ 45 176 255]
  [ 47 176 255]
  [ 48 178 255]
  ..., 
  [107 200 255]
  [109 200 255]
  [111 201 255]]

 [[ 48 178 255]
  [ 50 178 255]
  [ 52 178 255]
  ..., 
  [111 201 255]
  [113 201 255]
  [116 202 254]]

 ..., 
 [[113 201 255]
  [116 202 254]
  [119 203 255]
  ..., 
  [180 227 255]
  [183 228 255]
  [186 230 254]]

 [[117 203 255]
  [119 203 255]
  [121 204 255]
  ..., 
  [183 228 255]
  [186 230 254]
  [188 229 254]]

 [[120 205 255]
  [121 204 255]
  [125 207 255]
  ..., 
  [186 230 254]
  [189 230 255]
  [191 232 255]]]",bulbasaur
162,"[[[  6 220 145]
  [  4 221 147]
  [  6 223 149]
  ..., 
  [  7 224 150]
  [  9 222 149]
  [  8 221 148]]

 [[  4 221 147]
  [  6 223 149]
  [  8 224 153]
  ..., 
  [  8 224 153]
  [  7 224 150]
  [  6 223 149]]

 [[  6 223 149]
  [  8 225 151]
  [  8 226 156]
  ..., 
  [  9 224 155]
  [  8 224 153]
  [  7 224 150]]

 ..., 
 [[  9 224 155]
  [  9 224 155]
  [  4 212 140]
  ..., 
  [  7 215 145]
  [  8 220 150]
  [  8 224 153]]

 [[  8 224 153]
  [  9 225 154]
  [ 11 226 157]
  ..., 
  [  3 215 145]
  [  7 219 149]
  [  6 224 153]]

 [[  8 224 153]
  [  9 225 154]
  [  9 225 154]
  ..., 
  [187  71  50]
  [216 245 229]
  [221  68  57]]]",bulbasaur
163,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ..., 
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ..., 
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  1   1   1]
  ..., 
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ..., 
 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ..., 
  [162 200 126]
  [  1   1   1]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ..., 
  [162 200 126]
  [163 201 127]
  [162 200 126]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ..., 
  [ 79  97  61]
  [  1   1   1]
  [  0   0   0]]]",bulbasaur
